"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-12","2.0","8.0","-1.9","2.8","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-13","0.0","0.0","-1.5","0.6","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-14","0.0","0.0","-4.3","-1.0","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-15","0.0","0.0","-0.4","5.6","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-16","31.0","0.0","3.7","6.1","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-17","2.5","33.0","1.8","3.3","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-18","2.8","46.0","-2.7","-1.6","-7.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-19","0.0","0.0","-6.6","-3.8","-8.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-20","0.0","0.0","-4.7","0.6","-7.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-21","0.0","0.0","-2.8","0.6","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-22","0.0","0.0","-4.3","0.0","-7.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-23","9.4","155.0","-1.9","0.0","-6.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-24","0.0","0.0","-4.1","2.2","-7.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-25","0.0","0.0","-0.6","1.7","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-26","0.0","0.0","2.6","10.6","-2.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-27","0.0","0.0","6.1","7.2","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-28","0.0","0.0","1.1","5.6","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-29","0.0","0.0","2.1","5.0","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-30","0.0","0.0","2.2","6.1","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-31","0.0","0.0","6.1","13.9","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-01","0.0","0.0","9.7","18.3","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-02","0.0","0.0","6.6","10.0","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-03","8.4","0.0","5.3","13.9","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-04","0.3","0.0","12.5","13.3","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-05","24.4","173.0","2.8","6.1","-3.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-06","0.0","0.0","-1.8","1.7","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-07","0.0","0.0","0.9","6.7","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-08","13.5","163.0","-1.7","3.3","-7.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-09","0.0","3.0","-5.2","-1.6","-6.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-10","0.0","3.0","-2.0","2.2","-6.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-11","0.3","5.0","-2.4","-0.5","-11.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-12","0.0","0.0","-9.7","-4.3","-13.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-13","0.0","0.0","-6.7","-4.3","-19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-14","0.0","0.0","-17.7","-11.0","-22.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-15","6.6","33.0","-11.6","1.7","-15.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-16","16.8","0.0","4.3","12.2","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-17","0.0","0.0","5.3","7.8","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-18","0.0","0.0","0.4","1.7","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-19","0.0","3.0","-2.4","2.8","-6.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-20","0.3","0.0","6.1","15.6","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-21","0.0","0.0","9.8","12.2","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-22","0.0","0.0","4.3","6.1","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-23","0.0","0.0","0.3","3.9","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-24","15.0","0.0","3.8","13.9","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-25","20.6","0.0","12.1","16.7","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-26","0.0","0.0","3.5","5.0","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-27","0.0","0.0","-1.9","3.9","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-28","0.0","0.0","5.8","14.4","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-29","0.0","0.0","10.1","17.8","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-01","0.0","0.0","5.3","9.4","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-02","9.4","0.0","6.1","11.7","-3.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-03","0.0","0.0","-2.6","1.1","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-04","0.3","13.0","-1.9","-0.5","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-05","0.0","0.0","-2.1","1.1","-4.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-06","0.0","0.0","1.0","5.6","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-07","0.0","0.0","3.6","10.6","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-08","0.0","0.0","6.4","8.9","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-09","0.0","0.0","11.9","25.0","4.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-10","10.2","0.0","16.7","18.9","8.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-11","2.3","0.0","8.9","10.0","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-12","0.0","0.0","7.3","15.6","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-13","0.0","0.0","12.4","17.2","7.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-14","5.3","0.0","6.0","7.2","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-15","29.0","0.0","5.9","7.2","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-16","0.8","0.0","6.3","8.9","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-17","1.8","0.0","9.5","17.8","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-18","0.8","0.0","8.6","11.1","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-19","0.0","0.0","2.8","7.2","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-20","0.5","0.0","0.2","1.7","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-21","5.6","91.0","0.8","6.7","-2.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-22","0.0","0.0","4.3","9.4","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-23","0.0","0.0","9.3","17.2","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-24","0.0","0.0","4.6","6.1","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-25","4.1","0.0","3.8","7.8","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-26","0.0","0.0","4.7","6.1","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-27","0.0","0.0","2.7","5.6","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-28","10.4","0.0","4.6","8.3","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-29","0.0","0.0","7.5","10.6","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-30","0.0","0.0","6.7","15.0","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-31","0.0","0.0","12.8","21.7","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-01","1.3","0.0","17.3","20.6","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-02","8.1","0.0","11.6","15.0","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-03","12.4","48.0","3.3","6.1","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-04","10.4","119.0","-2.2","-1.0","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-05","0.0","0.0","-1.8","2.8","-5.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-06","0.0","0.0","0.7","5.6","-3.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-07","26.2","0.0","9.4","14.4","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-08","0.0","0.0","9.6","11.7","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-09","0.0","0.0","3.9","7.8","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-10","0.0","0.0","3.9","9.4","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-11","0.3","0.0","8.9","15.6","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-12","5.6","0.0","12.8","15.6","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-13","0.0","0.0","7.0","10.0","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-14","0.0","0.0","6.1","9.4","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-15","0.0","0.0","7.0","12.2","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-16","0.0","0.0","8.2","12.2","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-17","0.0","0.0","7.8","12.2","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-18","0.0","0.0","10.8","19.4","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-19","0.5","0.0","8.3","12.2","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-20","0.0","0.0","9.4","10.6","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-21","0.0","0.0","12.9","25.0","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-22","0.0","0.0","18.6","25.6","14.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-23","2.3","0.0","15.3","17.8","8.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-24","0.0","0.0","9.1","10.0","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-25","0.0","0.0","9.1","13.9","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-26","6.9","0.0","7.3","10.6","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-27","0.0","0.0","7.3","16.7","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-28","0.0","0.0","9.2","12.2","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-29","0.0","0.0","8.4","10.6","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-04-30","0.0","0.0","9.2","12.8","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-01","2.5","0.0","9.0","11.7","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-02","9.9","0.0","8.1","10.6","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-03","2.5","0.0","8.2","9.4","7.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-04","12.2","0.0","8.0","10.0","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-05","3.8","0.0","7.1","8.3","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-06","2.3","0.0","8.9","11.7","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-07","0.0","0.0","8.5","10.6","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-08","0.5","0.0","11.1","17.2","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-09","0.0","0.0","13.0","18.9","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-10","0.0","0.0","13.9","21.7","8.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-11","0.0","0.0","16.2","20.0","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-12","0.0","0.0","16.1","18.9","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-13","2.8","0.0","15.9","23.3","11.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-14","0.0","0.0","19.0","25.0","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-15","0.0","0.0","14.2","16.1","7.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-16","0.0","0.0","9.6","15.0","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-17","0.0","0.0","15.2","21.1","10.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-18","0.0","0.0","13.7","15.0","9.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-19","0.0","0.0","12.4","15.6","10.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-20","0.0","0.0","15.4","21.7","10.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-21","0.0","0.0","17.8","24.4","11.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-22","0.0","0.0","14.1","16.7","11.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-23","0.0","0.0","15.7","22.8","10.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-24","6.6","0.0","13.2","15.0","11.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-25","0.0","0.0","17.1","31.1","11.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-26","0.0","0.0","22.5","26.1","14.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-27","0.0","0.0","16.6","22.8","14.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-28","0.0","0.0","24.4","33.3","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-29","0.0","0.0","18.2","25.0","11.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-30","28.7","0.0","14.6","24.4","11.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-05-31","0.0","0.0","24.2","30.6","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-01","0.0","0.0","20.4","22.8","13.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-02","0.0","0.0","14.4","16.7","13.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-03","0.0","0.0","15.7","21.1","13.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-04","0.0","0.0","18.4","21.1","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-05","23.1","0.0","17.8","20.0","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-06","0.0","0.0","22.2","28.9","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-07","3.8","0.0","23.6","30.0","17.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-08","0.0","0.0","19.2","23.3","13.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-09","0.0","0.0","16.2","20.6","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-10","0.0","0.0","16.7","22.2","12.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-11","0.5","0.0","15.9","20.0","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-12","0.0","0.0","20.2","26.7","12.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-13","0.0","0.0","16.7","22.8","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-14","0.0","0.0","19.2","26.1","12.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-15","0.0","0.0","23.2","29.4","18.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-16","0.0","0.0","21.9","25.0","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-17","3.0","0.0","19.0","23.3","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-18","0.0","0.0","19.0","22.2","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-19","0.0","0.0","19.8","27.8","13.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-20","0.0","0.0","21.6","28.3","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-21","0.5","0.0","23.0","30.6","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-22","0.0","0.0","22.3","25.6","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-23","0.0","0.0","20.8","25.0","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-24","0.0","0.0","19.6","22.2","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-25","0.0","0.0","18.8","22.8","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-26","0.0","0.0","20.9","28.9","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-27","0.0","0.0","23.1","30.0","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-28","2.0","0.0","22.7","26.1","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-29","0.8","0.0","23.5","30.6","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-06-30","0.0","0.0","23.0","27.2","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-01","5.1","0.0","24.2","30.0","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-02","0.0","0.0","22.7","26.7","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-03","0.0","0.0","23.0","28.9","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-04","0.0","0.0","25.1","31.1","18.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-05","5.8","0.0","21.3","24.4","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-06","0.0","0.0","25.8","34.4","21.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-07","0.0","0.0","21.3","26.1","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-08","0.5","0.0","17.3","19.4","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-09","2.8","0.0","16.4","18.3","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-10","2.3","0.0","16.4","17.8","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-11","0.0","0.0","18.1","22.2","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-12","0.0","0.0","24.0","31.1","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-13","0.0","0.0","25.5","33.3","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-14","0.0","0.0","24.7","30.6","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-15","0.0","0.0","27.4","35.6","22.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-16","0.0","0.0","28.8","34.4","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-17","0.0","0.0","24.6","26.1","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-18","0.3","0.0","25.6","35.0","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-19","0.0","0.0","25.5","28.9","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-20","0.0","0.0","23.3","28.9","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-21","0.0","0.0","26.2","32.8","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-22","0.0","0.0","28.7","36.7","22.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-23","0.0","0.0","28.1","34.4","22.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-24","0.0","0.0","24.9","32.8","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-25","0.0","0.0","24.2","33.3","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-26","0.0","0.0","28.9","34.4","24.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-27","0.0","0.0","27.1","30.6","22.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-28","0.0","0.0","27.6","33.3","22.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-29","1.5","0.0","24.8","26.1","22.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-30","0.0","0.0","23.8","26.7","21.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-07-31","3.8","0.0","21.8","23.3","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-01","0.0","0.0","21.4","23.9","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-02","1.0","0.0","21.1","23.3","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-03","0.0","0.0","21.0","26.1","16.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-04","0.0","0.0","23.2","27.8","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-05","0.0","0.0","24.1","31.7","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-06","0.5","0.0","25.2","31.7","21.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-07","0.0","0.0","26.8","31.7","22.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-08","0.0","0.0","24.6","27.8","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-09","0.0","0.0","23.9","28.9","21.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-10","5.8","0.0","23.6","26.7","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-11","0.0","0.0","28.6","35.6","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-12","0.3","0.0","29.9","36.7","25.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-13","8.6","0.0","23.2","27.8","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-14","4.6","0.0","26.7","35.6","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-15","0.0","0.0","28.2","32.2","22.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-16","0.0","0.0","23.6","27.2","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-17","0.0","0.0","27.1","29.4","22.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-18","0.0","0.0","25.2","32.2","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-19","0.0","0.0","25.4","27.2","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-20","0.0","0.0","23.1","30.0","18.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-21","0.3","0.0","21.7","25.6","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-22","22.6","0.0","22.9","26.7","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-23","0.0","0.0","21.4","27.8","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-24","0.0","0.0","23.6","31.1","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-25","0.0","0.0","25.3","31.1","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-26","0.0","0.0","26.6","32.8","22.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-27","0.0","0.0","25.6","28.3","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-28","0.0","0.0","22.5","25.6","18.9"
